ID,Site Num,Date Local,NO2 Units,NO2 MEAN,O3 Units,O3 MEAN
2014-968,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-969,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-970,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-971,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-972,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-973,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-974,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-975,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-976,1103,5/2/2014,Parts per billion,39.190909,Parts per million,0.034708
2014-977,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-978,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-979,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-980,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-981,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-982,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-983,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-984,1103,5/3/2014,Parts per billion,27.986364,Parts per million,0.037292
2014-985,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-986,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-987,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-988,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-989,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-990,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-991,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-992,1103,5/4/2014,Parts per billion,15.95,Parts per million,0.033167
2014-993,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-994,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-995,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-996,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-997,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-998,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-999,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-1000,1103,5/5/2014,Parts per billion,10.990909,Parts per million,0.032
2014-1001,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1002,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1003,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1004,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1005,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1006,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1007,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1008,1103,5/6/2014,Parts per billion,11.854545,Parts per million,0.027958
2014-1009,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1010,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1011,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1012,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1013,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1014,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1015,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1016,1103,5/7/2014,Parts per billion,12.4,Parts per million,0.027375
2014-1017,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1018,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1019,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1020,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1021,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1022,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1023,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1024,1103,5/8/2014,Parts per billion,14.894444,Parts per million,0.027067
2014-1025,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1026,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1027,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1028,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1029,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1030,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1031,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1032,1103,5/9/2014,Parts per billion,18.153333,Parts per million,0.0195
2014-1033,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1034,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1035,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1036,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1037,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1038,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1039,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1040,1103,5/10/2014,Parts per billion,12.359091,Parts per million,0.030167
2014-1041,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1042,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1043,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1044,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1045,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1046,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1047,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1048,1103,5/11/2014,Parts per billion,18.092857,Parts per million,0.016818
2014-1049,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1050,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1051,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1052,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1053,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1054,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1055,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1056,1103,5/13/2014,Parts per billion,32.384211,Parts per million,0.027188
2014-1057,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1058,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1059,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1060,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1061,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1062,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1063,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1064,1103,5/14/2014,Parts per billion,43.242857,Parts per million,0.016091
2014-1065,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1066,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1067,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1068,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1069,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1070,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1071,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1072,1103,5/15/2014,Parts per billion,34.014286,Parts per million,0.024091
2014-1073,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1074,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1075,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1076,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1077,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1078,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1079,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1080,1103,5/16/2014,Parts per billion,28.794444,Parts per million,0.039733
2014-1081,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1082,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1083,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1084,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1085,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1086,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1087,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1088,1103,5/17/2014,Parts per billion,19.618182,Parts per million,0.03475
2014-1089,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1090,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1091,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1092,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1093,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1094,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1095,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1096,1103,5/18/2014,Parts per billion,7.263636,Parts per million,0.034333
2014-1097,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1098,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1099,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1100,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1101,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1102,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1103,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1104,1103,5/19/2014,Parts per billion,10.077273,Parts per million,0.030833
2014-1105,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1106,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1107,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1108,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1109,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1110,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1111,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1112,1103,5/20/2014,Parts per billion,8.231818,Parts per million,0.025792
2014-1113,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1114,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1115,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1116,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1117,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1118,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1119,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1120,1103,5/21/2014,Parts per billion,13.364706,Parts per million,0.0257
2014-1121,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1122,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1123,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1124,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1125,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1126,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1127,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1128,1103,5/22/2014,Parts per billion,15.018182,Parts per million,0.0245
2014-1129,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1130,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1131,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1132,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1133,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1134,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1135,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1136,1103,5/23/2014,Parts per billion,11.5,Parts per million,0.0265
2014-1137,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1138,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1139,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1140,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1141,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1142,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1143,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1144,1103,5/24/2014,Parts per billion,11.318182,Parts per million,0.029
2014-1145,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1146,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1147,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1148,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1149,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1150,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1151,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1152,1103,5/25/2014,Parts per billion,6.233333,Parts per million,0.033524
2014-1153,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1154,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1155,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1156,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1157,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1158,1103,5/26/2014,Parts per billion,9.157143,Parts per million,0.036762
2014-1159,1103,5/27/2014,Parts per billion,13.113333,Parts per million,0.0311
2014-1160,1103,5/27/2014,Parts per billion,13.113333,Parts per million,0.0311
2014-1161,1103,5/27/2014,Parts per billion,13.113333,Parts per million,0.0311
2014-1162,1103,5/27/2014,Parts per billion,13.113333,Parts per million,0.0311
2014-1163,1103,5/28/2014,Parts per billion,15.704762,Parts per million,0.03119
2014-1164,1103,5/28/2014,Parts per billion,15.704762,Parts per million,0.03119
2014-1165,1103,5/28/2014,Parts per billion,15.704762,Parts per million,0.03119
2014-1166,1103,5/28/2014,Parts per billion,15.704762,Parts per million,0.03119
2014-1167,1103,5/29/2014,Parts per billion,14.389474,Parts per million,0.027
2014-1168,1103,5/29/2014,Parts per billion,14.389474,Parts per million,0.027
