ID,Site Num,Date Local,NO2 Units,NO2 MEAN,O3 Units,O3 MEAN
2013-930,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-931,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-932,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-933,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-934,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-935,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-936,1103,5/19/2013,Parts per billion,12.986364,Parts per million,0.029542
2013-937,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-938,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-939,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-940,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-941,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-942,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-943,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-944,1103,5/20/2013,Parts per billion,20.586364,Parts per million,0.028667
2013-945,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-946,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-947,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-948,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-949,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-950,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-951,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-952,1103,5/21/2013,Parts per billion,16.272727,Parts per million,0.032625
2013-953,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-954,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-955,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-956,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-957,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-958,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-959,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-960,1103,5/22/2013,Parts per billion,11.627273,Parts per million,0.034625
2013-961,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-962,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-963,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-964,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-965,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-966,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-967,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-968,1103,5/23/2013,Parts per billion,12.545455,Parts per million,0.031087
2013-969,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-970,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-971,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-972,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-973,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-974,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-975,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-976,1103,5/24/2013,Parts per billion,14.14,Parts per million,0.033789
2013-977,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-978,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-979,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-980,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-981,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-982,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-983,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-984,1103,5/25/2013,Parts per billion,7.333333,Parts per million,0.031833
2013-985,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-986,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-987,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-988,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-989,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-990,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-991,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-992,1103,5/28/2013,Parts per billion,12.072222,Parts per million,0.0201
2013-993,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-994,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-995,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-996,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-997,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-998,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-999,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-1000,1103,5/29/2013,Parts per billion,13.240909,Parts per million,0.021625
2013-1001,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1002,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1003,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1004,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1005,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1006,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1007,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1008,1103,5/30/2013,Parts per billion,16.372727,Parts per million,0.026875
2013-1009,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1010,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1011,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1012,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1013,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1014,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1015,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1016,1103,5/31/2013,Parts per billion,16.238095,Parts per million,0.027333
2013-1017,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1018,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1019,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1020,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1021,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1022,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1023,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1024,1103,6/1/2013,Parts per billion,17.077273,Parts per million,0.035375
2013-1025,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1026,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1027,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1028,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1029,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1030,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1031,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1032,1103,6/2/2013,Parts per billion,7.240909,Parts per million,0.040917
2013-1033,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1034,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1035,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1036,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1037,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1038,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1039,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1040,1103,6/3/2013,Parts per billion,10.318182,Parts per million,0.032292
2013-1041,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1042,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1043,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1044,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1045,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1046,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1047,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1048,1103,6/4/2013,Parts per billion,11.75,Parts per million,0.031208
2013-1049,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1050,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1051,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1052,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1053,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1054,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1055,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1056,1103,6/5/2013,Parts per billion,9.368421,Parts per million,0.027222
2013-1057,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1058,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1059,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1060,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1061,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1062,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1063,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1064,1103,6/6/2013,Parts per billion,11.257143,Parts per million,0.029409
2013-1065,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1066,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1067,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1068,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1069,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1070,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1071,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1072,1103,6/7/2013,Parts per billion,13.60625,Parts per million,0.026769
2013-1073,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1074,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1075,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1076,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1077,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1078,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1079,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1080,1103,6/8/2013,Parts per billion,13.73913,Parts per million,0.028
2013-1081,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1082,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1083,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1084,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1085,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1086,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1087,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1088,1103,6/9/2013,Parts per billion,9.613043,Parts per million,0.03375
2013-1089,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1090,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1091,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1092,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1093,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1094,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1095,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1096,1103,6/10/2013,Parts per billion,11.517391,Parts per million,0.0245
2013-1097,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1098,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1099,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1100,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1101,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1102,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1103,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1104,1103,6/11/2013,Parts per billion,16.2,Parts per million,0.016769
2013-1105,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1106,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1107,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1108,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1109,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1110,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1111,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1112,1103,6/12/2013,Parts per billion,13.3,Parts per million,0.031333
2013-1113,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1114,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1115,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1116,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1117,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1118,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1119,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1120,1103,6/13/2013,Parts per billion,17.104348,Parts per million,0.025417
2013-1121,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1122,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1123,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1124,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1125,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1126,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1127,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1128,1103,6/14/2013,Parts per billion,17.743478,Parts per million,0.029875
2013-1129,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1130,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1131,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1132,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1133,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1134,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1135,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1136,1103,6/15/2013,Parts per billion,11.830435,Parts per million,0.03725
2013-1137,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1138,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1139,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1140,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1141,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1142,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1143,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1144,1103,6/16/2013,Parts per billion,9.43913,Parts per million,0.034208
2013-1145,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1146,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1147,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1148,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1149,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1150,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1151,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1152,1103,6/17/2013,Parts per billion,21.43913,Parts per million,0.0205
2013-1153,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1154,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1155,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1156,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1157,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1158,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1159,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1160,1103,6/18/2013,Parts per billion,18.886364,Parts per million,0.022708
2013-1161,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1162,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1163,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1164,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1165,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1166,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1167,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1168,1103,6/19/2013,Parts per billion,17.095455,Parts per million,0.020208
2013-1169,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1170,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1171,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1172,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1173,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1174,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1175,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1176,1103,6/20/2013,Parts per billion,23.304348,Parts per million,0.02225
2013-1177,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1178,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1179,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1180,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1181,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1182,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1183,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1184,1103,6/21/2013,Parts per billion,20.482609,Parts per million,0.026167
2013-1185,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1186,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1187,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1188,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1189,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1190,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1191,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1192,1103,6/22/2013,Parts per billion,10.973913,Parts per million,0.033125
2013-1193,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1194,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1195,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1196,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1197,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1198,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1199,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1200,1103,6/23/2013,Parts per billion,7.343478,Parts per million,0.033292
2013-1201,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1202,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1203,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1204,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1205,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1206,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1207,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1208,1103,6/24/2013,Parts per billion,11.1,Parts per million,0.022625
2013-1209,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1210,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1211,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1212,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1213,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1214,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1215,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1216,1103,6/25/2013,Parts per billion,14.83,Parts per million,0.011458
2013-1217,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1218,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1219,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1220,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1221,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1222,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1223,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1224,1103,6/26/2013,Parts per billion,20.604348,Parts per million,0.018542
2013-1225,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1226,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1227,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1228,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1229,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1230,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1231,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1232,1103,6/27/2013,Parts per billion,24.795455,Parts per million,0.023292
2013-1233,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1234,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1235,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1236,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1237,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1238,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1239,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1240,1103,6/28/2013,Parts per billion,28.63913,Parts per million,0.016667
2013-1241,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1242,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1243,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1244,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1245,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1246,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1247,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1248,1103,6/29/2013,Parts per billion,26.66087,Parts per million,0.02375
2013-1249,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1250,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1251,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1252,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1253,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1254,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1255,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1256,1103,6/30/2013,Parts per billion,24.375,Parts per million,0.015
2013-1257,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1258,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1259,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1260,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1261,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1262,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1263,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1264,1103,7/1/2013,Parts per billion,29.089474,Parts per million,0.0065
2013-1265,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1266,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1267,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1268,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1269,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1270,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1271,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1272,1103,7/2/2013,Parts per billion,25.014286,Parts per million,0.013833
2013-1273,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1274,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1275,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1276,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1277,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1278,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1279,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1280,1103,7/3/2013,Parts per billion,18.39,Parts per million,0.017714
2013-1281,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1282,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1283,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1284,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1285,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1286,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1287,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1288,1103,7/4/2013,Parts per billion,12.659091,Parts per million,0.024083
2013-1289,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1290,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
