,Site Num,Date Local,NO2 Units,NO2 MEAN
0,1103,1/1/2012,Parts per billion,27.682609000000006
8,1103,1/2/2012,Parts per billion,33.06087
16,1103,1/4/2012,Parts per billion,36.816667
22,1103,1/5/2012,Parts per billion,38.104762
26,1103,1/6/2012,Parts per billion,44.254545
30,1103,1/7/2012,Parts per billion,30.1
34,1103,1/8/2012,Parts per billion,27.230435
38,1103,1/9/2012,Parts per billion,33.665217
46,1103,1/10/2012,Parts per billion,37.990909
54,1103,1/11/2012,Parts per billion,44.690476
62,1103,1/25/2012,Parts per billion,32.882609
63,1103,1/26/2012,Parts per billion,30.790909000000006
69,1103,1/27/2012,Parts per billion,31.347826
77,1103,1/28/2012,Parts per billion,32.308696000000005
85,1103,1/29/2012,Parts per billion,26.021739
93,1103,1/30/2012,Parts per billion,35.765217
101,1103,1/31/2012,Parts per billion,29.8
109,1103,2/1/2012,Parts per billion,34.334783
117,1103,2/2/2012,Parts per billion,33.313043
125,1103,2/3/2012,Parts per billion,33.42
133,1103,2/4/2012,Parts per billion,25.489474
141,1103,2/5/2012,Parts per billion,23.978261
149,1103,2/6/2012,Parts per billion,39.236364
157,1103,2/7/2012,Parts per billion,29.422727
165,1103,2/8/2012,Parts per billion,35.23913
173,1103,2/9/2012,Parts per billion,29.669565
181,1103,2/10/2012,Parts per billion,29.147619
189,1103,2/11/2012,Parts per billion,9.465217
197,1103,2/12/2012,Parts per billion,11.334783
205,1103,2/13/2012,Parts per billion,14.377273
213,1103,2/14/2012,Parts per billion,21.25
221,1103,2/23/2012,Parts per billion,37.281818
225,1103,4/1/2012,Parts per billion,7.4956520000000015
233,1103,4/2/2012,Parts per billion,26.568182
241,1103,4/5/2012,Parts per billion,23.926316
249,1103,4/6/2012,Parts per billion,32.465217
257,1103,4/7/2012,Parts per billion,29.156522
265,1103,4/8/2012,Parts per billion,26.027273
273,1103,4/9/2012,Parts per billion,29.722727000000006
281,1103,4/10/2012,Parts per billion,19.018182
289,1103,4/11/2012,Parts per billion,8.1
297,1103,4/12/2012,Parts per billion,15.9125
305,1103,4/13/2012,Parts per billion,14.082609
313,1103,4/14/2012,Parts per billion,10.278261
321,1103,4/15/2012,Parts per billion,14.334782999999998
329,1103,4/16/2012,Parts per billion,29.217391
337,1103,4/17/2012,Parts per billion,31.077273
345,1103,4/18/2012,Parts per billion,29.743478000000003
353,1103,4/19/2012,Parts per billion,26.222727000000006
361,1103,4/20/2012,Parts per billion,29.278261
369,1103,4/21/2012,Parts per billion,20.965217000000006
377,1103,4/22/2012,Parts per billion,13.547826
385,1103,4/23/2012,Parts per billion,15.665217000000002
393,1103,4/24/2012,Parts per billion,16.563636
401,1103,4/25/2012,Parts per billion,24.434783
409,1103,4/26/2012,Parts per billion,11.6
417,1103,4/27/2012,Parts per billion,19.190909
425,1103,4/28/2012,Parts per billion,23.665217
433,1103,4/29/2012,Parts per billion,12.273913
441,1103,4/30/2012,Parts per billion,12.309524
449,1103,9/4/2012,Parts per billion,24.561538
453,1103,9/5/2012,Parts per billion,34.06
457,1103,9/6/2012,Parts per billion,20.5
461,1103,9/7/2012,Parts per billion,22.652381
465,1103,9/8/2012,Parts per billion,23.982609
469,1103,9/9/2012,Parts per billion,17.763635999999995
473,1103,9/10/2012,Parts per billion,21.136364
477,1103,9/11/2012,Parts per billion,18.809091
481,1103,9/12/2012,Parts per billion,12.363636
485,1103,9/13/2012,Parts per billion,25.304545
489,1103,9/14/2012,Parts per billion,34.42381
493,1103,9/15/2012,Parts per billion,28.722727000000006
497,1103,9/16/2012,Parts per billion,17.254545
501,1103,9/17/2012,Parts per billion,21.881818
505,1103,9/18/2012,Parts per billion,30.577273
509,1103,9/19/2012,Parts per billion,30.936364
513,1103,9/20/2012,Parts per billion,35.204545
517,1103,9/21/2012,Parts per billion,30.128571
521,1103,9/22/2012,Parts per billion,28.909091
525,1103,9/23/2012,Parts per billion,29.427273
529,1103,9/24/2012,Parts per billion,20.027273
533,1103,9/25/2012,Parts per billion,17.605
537,1103,9/26/2012,Parts per billion,16.578947
541,1103,9/27/2012,Parts per billion,20.338889
545,1103,9/28/2012,Parts per billion,21.971429
549,1103,9/29/2012,Parts per billion,31.908696000000006
553,1103,9/30/2012,Parts per billion,29.263636
557,1103,10/1/2012,Parts per billion,40.156522
561,1103,10/2/2012,Parts per billion,42.845455
565,1103,10/3/2012,Parts per billion,23.840909
569,1103,10/4/2012,Parts per billion,14.373913
573,1103,10/5/2012,Parts per billion,24.278261
577,1103,10/6/2012,Parts per billion,21.656522
581,1103,10/7/2012,Parts per billion,14.286957
585,1103,10/8/2012,Parts per billion,18.491304
589,1103,10/9/2012,Parts per billion,17.395238
593,1103,11/20/2012,Parts per billion,29.609524
601,1103,11/21/2012,Parts per billion,35.556521999999994
609,1103,11/22/2012,Parts per billion,29.440909
617,1103,11/23/2012,Parts per billion,40.931818
625,1103,11/24/2012,Parts per billion,31.822727
633,1103,11/25/2012,Parts per billion,22.522727
641,1103,11/26/2012,Parts per billion,24.695455
649,1103,11/27/2012,Parts per billion,34.372727000000005
657,1103,11/28/2012,Parts per billion,29.740909
665,1103,11/29/2012,Parts per billion,23.575
673,1103,11/30/2012,Parts per billion,21.6375
681,1103,12/1/2012,Parts per billion,13.469565
689,1103,12/2/2012,Parts per billion,11.234783
697,1103,12/3/2012,Parts per billion,19.108696
705,1103,12/4/2012,Parts per billion,23.477273
713,1103,12/5/2012,Parts per billion,36.05454500000001
721,1103,12/6/2012,Parts per billion,29.213636
729,1103,12/7/2012,Parts per billion,38.98
737,1103,12/8/2012,Parts per billion,36.613636
745,1103,12/9/2012,Parts per billion,34.509091
753,1103,12/10/2012,Parts per billion,34.609091
761,1103,12/11/2012,Parts per billion,36.609091
769,1103,12/12/2012,Parts per billion,26.85
777,1103,12/13/2012,Parts per billion,20.519048
785,1103,12/14/2012,Parts per billion,20.168182
793,1103,12/15/2012,Parts per billion,17.059091
801,1103,12/16/2012,Parts per billion,13.268182
809,1103,12/17/2012,Parts per billion,17.413636
817,1103,12/18/2012,Parts per billion,10.736364
825,1103,12/19/2012,Parts per billion,23.877273
833,1103,12/20/2012,Parts per billion,30.181818
841,1103,12/21/2012,Parts per billion,34.215
849,1103,12/22/2012,Parts per billion,24.922727
857,1103,12/23/2012,Parts per billion,14.25
865,1103,12/24/2012,Parts per billion,18.204545
873,1103,12/25/2012,Parts per billion,20.109091
881,1103,12/26/2012,Parts per billion,16.209091
889,1103,12/27/2012,Parts per billion,14.182353
897,1103,12/28/2012,Parts per billion,29.868182
905,1103,12/29/2012,Parts per billion,22.018182
913,1103,12/30/2012,Parts per billion,13.486364000000002
921,1103,12/31/2012,Parts per billion,24.431818
929,5005,1/1/2012,Parts per billion,22.156522
933,5005,1/2/2012,Parts per billion,9.334783
937,5005,1/3/2012,Parts per billion,23.277273
941,5005,1/4/2012,Parts per billion,24.178947
945,5005,1/5/2012,Parts per billion,25.505882
949,5005,1/6/2012,Parts per billion,34.813043
953,5005,1/7/2012,Parts per billion,29.65
957,5005,1/16/2012,Parts per billion,18.068421
961,5005,1/17/2012,Parts per billion,19.442857
965,5005,1/18/2012,Parts per billion,22.413043
969,5005,1/19/2012,Parts per billion,33.930435
973,5005,1/20/2012,Parts per billion,20.895652
977,5005,1/21/2012,Parts per billion,11.722727
981,5005,1/22/2012,Parts per billion,18.9
985,5005,1/23/2012,Parts per billion,26.586957
989,5005,1/24/2012,Parts per billion,22.668182
993,5005,1/25/2012,Parts per billion,33.447826
997,5005,1/26/2012,Parts per billion,25.827273
1001,5005,1/27/2012,Parts per billion,25.882609
1005,5005,1/28/2012,Parts per billion,26.636364
1009,5005,1/29/2012,Parts per billion,19.491304
1013,5005,1/30/2012,Parts per billion,28.326087
1017,5005,1/31/2012,Parts per billion,26.745455
1021,5005,2/1/2012,Parts per billion,23.330435
1025,5005,2/2/2012,Parts per billion,26.104545
1029,5005,2/3/2012,Parts per billion,35.313043
1033,5005,2/4/2012,Parts per billion,23.909091
1037,5005,2/5/2012,Parts per billion,18.617391
1041,5005,2/6/2012,Parts per billion,35.98695700000001
1045,5005,2/7/2012,Parts per billion,35.15
1049,5005,2/8/2012,Parts per billion,15.593333
1053,5005,2/9/2012,Parts per billion,23.595652
1057,5005,2/10/2012,Parts per billion,19.026087
1061,5005,2/11/2012,Parts per billion,5.66087
1065,5005,2/12/2012,Parts per billion,11.618182
1069,5005,2/13/2012,Parts per billion,10.043478
1073,5005,2/14/2012,Parts per billion,17.766667
1077,5005,2/15/2012,Parts per billion,24.7
1081,5005,2/16/2012,Parts per billion,10.227273
1085,5005,2/17/2012,Parts per billion,16.630435000000002
1089,5005,2/18/2012,Parts per billion,15.609524
1093,5005,2/19/2012,Parts per billion,12.804348
1097,5005,2/20/2012,Parts per billion,18.330435
1101,5005,2/21/2012,Parts per billion,23.690909
1105,5005,2/22/2012,Parts per billion,37.452174
1109,5005,2/23/2012,Parts per billion,27.552174
1113,5005,2/24/2012,Parts per billion,12.182609
1117,5005,2/25/2012,Parts per billion,4.47619
1121,5005,2/26/2012,Parts per billion,15.43913
1125,5005,2/27/2012,Parts per billion,3.630435
1129,5005,2/28/2012,Parts per billion,15.045455
1133,5005,2/29/2012,Parts per billion,17.990476
1137,5005,3/1/2012,Parts per billion,7.226087
1141,5005,3/2/2012,Parts per billion,25.126087
1145,5005,3/3/2012,Parts per billion,22.908696
1149,5005,3/4/2012,Parts per billion,18.330435
1153,5005,3/5/2012,Parts per billion,24.517391
1157,5005,3/6/2012,Parts per billion,6.927273
1161,5005,3/7/2012,Parts per billion,7.1347830000000005
1165,5005,3/8/2012,Parts per billion,27.55
1169,5005,3/9/2012,Parts per billion,24.8
1173,5005,3/10/2012,Parts per billion,22.578261
1177,5005,3/11/2012,Parts per billion,6.186957
1181,5005,3/12/2012,Parts per billion,3.8
1185,5005,3/13/2012,Parts per billion,2.380952
1189,5005,3/14/2012,Parts per billion,12.521739
1193,5005,3/15/2012,Parts per billion,3.978261
1197,5005,3/16/2012,Parts per billion,2.904762
1201,5005,3/17/2012,Parts per billion,1.443478
1205,5005,3/18/2012,Parts per billion,3.054545
1209,5005,3/19/2012,Parts per billion,8.190909
1213,5005,3/20/2012,Parts per billion,19.068182
1217,5005,3/21/2012,Parts per billion,22.921739
1221,5005,3/22/2012,Parts per billion,11.608696
1225,5005,3/23/2012,Parts per billion,7.204348
1229,5005,3/24/2012,Parts per billion,2.917391
1233,5005,3/25/2012,Parts per billion,12.143478
1237,5005,3/26/2012,Parts per billion,12.436364
1241,5005,3/27/2012,Parts per billion,14.990909
1245,5005,3/28/2012,Parts per billion,12.186364
1249,5005,3/29/2012,Parts per billion,5.268182
1253,5005,3/30/2012,Parts per billion,8.86087
1257,5005,3/31/2012,Parts per billion,5.508696
1261,5005,4/1/2012,Parts per billion,2.969565
1265,5005,4/2/2012,Parts per billion,14.417391
1269,5005,4/3/2012,Parts per billion,22.531818
1273,5005,4/4/2012,Parts per billion,11.308696
1277,5005,4/5/2012,Parts per billion,10.065217
1281,5005,4/6/2012,Parts per billion,17.408696
1285,5005,4/7/2012,Parts per billion,11.878261
1289,5005,4/8/2012,Parts per billion,12.295455
1293,5005,4/9/2012,Parts per billion,12.304348
1297,5005,4/10/2012,Parts per billion,6.371429
1301,5005,4/11/2012,Parts per billion,1.452174
1305,5005,4/12/2012,Parts per billion,7.104348
1309,5005,4/13/2012,Parts per billion,3.634783
1313,5005,4/14/2012,Parts per billion,4.326087
1317,5005,4/15/2012,Parts per billion,8.865217
1321,5005,4/16/2012,Parts per billion,8.847826
1325,5005,4/17/2012,Parts per billion,17.119048
1329,5005,4/18/2012,Parts per billion,7.273913
1333,5005,4/19/2012,Parts per billion,11.421739
1337,5005,4/20/2012,Parts per billion,7.408696000000001
1341,5005,4/21/2012,Parts per billion,6.291304
1345,5005,4/22/2012,Parts per billion,3.456522
1349,5005,4/23/2012,Parts per billion,1.234783
1353,5005,4/24/2012,Parts per billion,4.109091
1357,5005,4/25/2012,Parts per billion,12.445455
1361,5005,4/26/2012,Parts per billion,3.778261
1365,5005,4/27/2012,Parts per billion,7.556522
1369,5005,4/28/2012,Parts per billion,14.595652
1373,5005,4/29/2012,Parts per billion,5.1173910000000005
1377,5005,4/30/2012,Parts per billion,1.7608700000000002
1381,5005,5/1/2012,Parts per billion,0.609524
1385,5005,5/2/2012,Parts per billion,0.895652
1389,5005,5/3/2012,Parts per billion,0.721739
1393,5005,5/4/2012,Parts per billion,1.447059
1397,5005,5/5/2012,Parts per billion,7.4695649999999985
1401,5005,5/6/2012,Parts per billion,7.665217
1405,5005,5/7/2012,Parts per billion,5.230435
1409,5005,5/8/2012,Parts per billion,6.823810000000001
1413,5005,5/9/2012,Parts per billion,8.713042999999999
1417,5005,5/10/2012,Parts per billion,3.8
1421,5005,5/11/2012,Parts per billion,3.834783
1425,5005,5/12/2012,Parts per billion,1.7391299999999998
1429,5005,5/13/2012,Parts per billion,3.217391
1433,5005,5/14/2012,Parts per billion,7.769564999999999
1437,5005,5/15/2012,Parts per billion,9.172727
1441,5005,5/16/2012,Parts per billion,5.45625
1445,5005,5/17/2012,Parts per billion,6.419048
1449,5005,5/18/2012,Parts per billion,2.343478
