,Site Num,Date Local,NO2 Units,NO2 MEAN
8575,5005,3/19/2014,Parts per billion,12.943478
8579,5005,3/20/2014,Parts per billion,8.173913
8583,5005,3/21/2014,Parts per billion,4.691304
8587,5005,3/22/2014,Parts per billion,2.881818
8591,5005,3/23/2014,Parts per billion,8.182609
8595,5005,3/24/2014,Parts per billion,5.686957
8599,5005,3/25/2014,Parts per billion,2.845455
8603,5005,3/26/2014,Parts per billion,1.177273
8607,5005,3/27/2014,Parts per billion,8.627272999999999
8611,5005,3/28/2014,Parts per billion,10.96087
8615,5005,3/29/2014,Parts per billion,9.613043
8619,5005,3/30/2014,Parts per billion,2.03913
8623,5005,3/31/2014,Parts per billion,8.008696
8627,5005,4/1/2014,Parts per billion,1.8
8631,5005,4/2/2014,Parts per billion,5.256522
8635,5005,4/3/2014,Parts per billion,14.191304
8639,5005,4/4/2014,Parts per billion,12.817391
8643,5005,4/5/2014,Parts per billion,14.447826
8647,5005,4/6/2014,Parts per billion,17.922727
8651,5005,4/7/2014,Parts per billion,21.504762
8655,5005,4/8/2014,Parts per billion,15.884211
8659,5005,4/9/2014,Parts per billion,8.077273
8663,5005,4/10/2014,Parts per billion,8.118182000000001
8667,5005,4/11/2014,Parts per billion,4.790909
8671,5005,4/12/2014,Parts per billion,2.959091
8675,5005,4/13/2014,Parts per billion,1.97619
8679,5005,4/14/2014,Parts per billion,6.2047620000000006
8683,5005,4/15/2014,Parts per billion,3.62381
8687,5005,4/16/2014,Parts per billion,7.185714
8691,5005,4/17/2014,Parts per billion,5.373913
8695,5005,4/18/2014,Parts per billion,6.3173910000000015
8699,5005,4/19/2014,Parts per billion,5.6304349999999985
8703,5005,4/20/2014,Parts per billion,6.082609
8707,5005,4/21/2014,Parts per billion,6.9565220000000005
8711,5005,4/22/2014,Parts per billion,3.695455
8715,5005,4/23/2014,Parts per billion,10.126087
8719,5005,4/24/2014,Parts per billion,12.726316
8723,5005,4/25/2014,Parts per billion,8.04
8727,5005,4/26/2014,Parts per billion,1.708696
8731,5005,4/27/2014,Parts per billion,6.773913
8735,5005,4/28/2014,Parts per billion,13.322727
8739,5005,4/29/2014,Parts per billion,25.188235
8743,5005,4/30/2014,Parts per billion,26.283333
8747,5005,5/1/2014,Parts per billion,26.477273
8751,5005,5/2/2014,Parts per billion,24.790909
8755,5005,5/3/2014,Parts per billion,14.772727
8759,5005,5/4/2014,Parts per billion,5.06875
8763,5005,5/5/2014,Parts per billion,4.919048
8767,5005,5/6/2014,Parts per billion,4.02381
8771,5005,5/7/2014,Parts per billion,9.165217
8775,5005,5/8/2014,Parts per billion,6.669565
8779,5005,5/9/2014,Parts per billion,6.052174
8783,5005,5/10/2014,Parts per billion,6.447826
8787,5005,5/11/2014,Parts per billion,3.247826
8791,5005,5/12/2014,Parts per billion,15.773913
8795,5005,5/13/2014,Parts per billion,19.214286
8799,5005,5/14/2014,Parts per billion,20.243478
8803,5005,5/15/2014,Parts per billion,24.513043
8807,5005,5/16/2014,Parts per billion,20.056522
8811,5005,5/17/2014,Parts per billion,5.126087
8815,5005,5/18/2014,Parts per billion,3.4260870000000003
8819,5005,5/19/2014,Parts per billion,4.208696
8823,5005,5/20/2014,Parts per billion,1.0954549999999998
8827,5005,5/21/2014,Parts per billion,6.930435000000001
8831,5005,5/22/2014,Parts per billion,3.873913
8835,5005,5/23/2014,Parts per billion,1.643478
8839,5005,5/24/2014,Parts per billion,3.143478
8843,5005,5/25/2014,Parts per billion,1.230435
8847,5005,5/26/2014,Parts per billion,3.491304
8851,5005,5/27/2014,Parts per billion,4.3727269999999985
8855,5005,5/28/2014,Parts per billion,4.085
8859,5005,5/29/2014,Parts per billion,4.882609
8863,5005,5/30/2014,Parts per billion,5.930435
8867,5005,5/31/2014,Parts per billion,6.22
8871,5005,6/1/2014,Parts per billion,4.613043
8875,5005,6/2/2014,Parts per billion,3.126087
8879,5005,6/3/2014,Parts per billion,6.181818
8883,5005,6/4/2014,Parts per billion,2.809091
8887,5005,6/5/2014,Parts per billion,3.76087
8891,5005,6/6/2014,Parts per billion,3.091304
8895,5005,6/7/2014,Parts per billion,3.656522
8899,5005,6/8/2014,Parts per billion,4.778261
8903,5005,6/9/2014,Parts per billion,4.121739
8907,5005,6/10/2014,Parts per billion,3.286364
8911,5005,6/11/2014,Parts per billion,1.347826
8915,5005,6/12/2014,Parts per billion,1.795652
8919,5005,6/13/2014,Parts per billion,3.308696
8923,5005,6/14/2014,Parts per billion,4.1347830000000005
8927,5005,6/15/2014,Parts per billion,2.378261
8931,5005,6/16/2014,Parts per billion,1.7
8935,5005,6/17/2014,Parts per billion,5.827273
8939,5005,6/18/2014,Parts per billion,5.365217
8943,5005,6/19/2014,Parts per billion,3.031818
8947,5005,6/20/2014,Parts per billion,4.6
8951,5005,6/21/2014,Parts per billion,6.608696000000001
8955,5005,6/22/2014,Parts per billion,4.1347830000000005
8959,5005,6/23/2014,Parts per billion,2.586364
8963,5005,6/24/2014,Parts per billion,4.340909
8967,5005,6/25/2014,Parts per billion,3.326087
8971,5005,6/26/2014,Parts per billion,5.6347830000000005
8975,5005,6/27/2014,Parts per billion,4.269565
8979,5005,6/28/2014,Parts per billion,4.804348
8983,5005,6/29/2014,Parts per billion,5.113043
8987,5005,6/30/2014,Parts per billion,5.586957
8991,5005,7/1/2014,Parts per billion,2.495455
8995,5005,7/2/2014,Parts per billion,4.091304
8999,5005,7/3/2014,Parts per billion,7.082609
9003,5005,7/4/2014,Parts per billion,5.821739
9007,5005,7/5/2014,Parts per billion,4.4
9011,5005,7/6/2014,Parts per billion,1.591304
9015,5005,7/7/2014,Parts per billion,3.3043480000000005
9019,5005,7/8/2014,Parts per billion,2.904545
9023,5005,7/9/2014,Parts per billion,2.191304
9027,5005,7/10/2014,Parts per billion,2.543478
9031,5005,7/11/2014,Parts per billion,3.104545
9035,5005,7/12/2014,Parts per billion,3.939130000000001
9039,5005,7/13/2014,Parts per billion,3.673913
9043,5005,7/14/2014,Parts per billion,5.334783
9047,5005,7/15/2014,Parts per billion,1.622727
9051,5005,7/16/2014,Parts per billion,1.169565
9055,5005,7/17/2014,Parts per billion,1.525
9059,5005,7/18/2014,Parts per billion,3.586364
9063,5005,7/19/2014,Parts per billion,1.973913
9067,5005,7/20/2014,Parts per billion,2.03913
9071,5005,7/21/2014,Parts per billion,4.7260870000000015
9075,5005,7/22/2014,Parts per billion,5.4
9079,5005,7/23/2014,Parts per billion,8.491304
9083,5005,7/24/2014,Parts per billion,6.152174
9087,5005,7/25/2014,Parts per billion,5.3
9091,5005,7/26/2014,Parts per billion,2.747826
9095,5005,7/27/2014,Parts per billion,2.573913
9099,5005,7/28/2014,Parts per billion,3.695652
9103,5005,7/29/2014,Parts per billion,4.595455
9107,5005,7/30/2014,Parts per billion,3.430435
9111,5005,7/31/2014,Parts per billion,3.669565
9115,5005,8/1/2014,Parts per billion,4.704348
9119,5005,8/2/2014,Parts per billion,5.152174
9123,5005,8/3/2014,Parts per billion,10.343478
9127,5005,8/4/2014,Parts per billion,4.347826
9131,5005,8/5/2014,Parts per billion,2.731818
9135,5005,8/6/2014,Parts per billion,2.13913
9139,5005,8/7/2014,Parts per billion,3.268182
9143,5005,8/8/2014,Parts per billion,3.695455
9147,5005,8/9/2014,Parts per billion,3.321739
9151,5005,8/10/2014,Parts per billion,3.686957
9155,5005,8/11/2014,Parts per billion,4.152174
9159,5005,8/12/2014,Parts per billion,2.081818
9163,5005,8/13/2014,Parts per billion,1.986957
9167,5005,8/14/2014,Parts per billion,4.2739129999999985
9171,5005,8/15/2014,Parts per billion,3.591304
9175,5005,8/16/2014,Parts per billion,4.104348
9179,5005,8/17/2014,Parts per billion,4.713043
9183,5005,8/18/2014,Parts per billion,4.9565220000000005
9187,5005,8/19/2014,Parts per billion,4.5
9191,5005,8/20/2014,Parts per billion,2.680952
9195,5005,8/21/2014,Parts per billion,2.538095
9199,5005,8/22/2014,Parts per billion,2.0789470000000003
9203,5005,8/23/2014,Parts per billion,4.0
9207,5005,8/24/2014,Parts per billion,3.0695650000000003
9211,5005,8/25/2014,Parts per billion,4.2739129999999985
9215,5005,8/26/2014,Parts per billion,7.085
9219,5005,8/27/2014,Parts per billion,10.905
9223,5005,8/28/2014,Parts per billion,11.2375
9227,5005,8/29/2014,Parts per billion,4.6347830000000005
9231,5005,8/30/2014,Parts per billion,4.4521739999999985
9235,5005,8/31/2014,Parts per billion,6.804347999999999
9239,5005,9/1/2014,Parts per billion,5.2739129999999985
9243,5005,9/2/2014,Parts per billion,5.318182
9247,5005,9/3/2014,Parts per billion,3.982609
9251,5005,9/4/2014,Parts per billion,2.665217
9255,5005,9/5/2014,Parts per billion,3.395652
9259,5005,9/6/2014,Parts per billion,5.021739
9263,5005,9/7/2014,Parts per billion,4.582609
9267,5005,9/8/2014,Parts per billion,8.152174
9271,5005,9/9/2014,Parts per billion,6.195455
9275,5005,9/10/2014,Parts per billion,7.813042999999999
9279,5005,9/11/2014,Parts per billion,6.6173910000000005
9283,5005,9/12/2014,Parts per billion,6.152174
9287,5005,9/13/2014,Parts per billion,9.091304
9291,5005,9/14/2014,Parts per billion,10.917391
9295,5005,9/15/2014,Parts per billion,8.152174
9299,5005,9/16/2014,Parts per billion,14.259091
9303,5005,9/17/2014,Parts per billion,4.952381
9307,5005,9/18/2014,Parts per billion,3.97619
9311,5005,9/19/2014,Parts per billion,2.53913
9315,5005,9/20/2014,Parts per billion,7.043478
9319,5005,9/21/2014,Parts per billion,4.06087
9323,5005,9/22/2014,Parts per billion,7.756522
9327,5005,9/23/2014,Parts per billion,7.572727
9331,5005,9/24/2014,Parts per billion,10.021739
9335,5005,9/25/2014,Parts per billion,7.930435000000001
9339,5005,9/26/2014,Parts per billion,5.808696
9343,5005,9/27/2014,Parts per billion,8.426086999999999
9347,5005,9/28/2014,Parts per billion,6.7
9351,5005,9/29/2014,Parts per billion,8.677273
9355,5005,9/30/2014,Parts per billion,15.022727
9359,5005,10/1/2014,Parts per billion,6.931817999999999
9363,5005,10/2/2014,Parts per billion,0.0
9367,5005,10/3/2014,Parts per billion,10.047826
9371,5005,10/4/2014,Parts per billion,37.16956500000001
9375,5005,10/5/2014,Parts per billion,15.756522
9379,5005,10/6/2014,Parts per billion,15.921739
9383,5005,10/7/2014,Parts per billion,16.190909
9387,5005,10/8/2014,Parts per billion,6.330435
9391,5005,10/9/2014,Parts per billion,6.769564999999999
9395,5005,10/10/2014,Parts per billion,5.304348
9399,5005,10/11/2014,Parts per billion,5.56087
9403,5005,10/12/2014,Parts per billion,7.756522
9407,5005,10/13/2014,Parts per billion,5.6391300000000015
9411,5005,10/14/2014,Parts per billion,3.063636
9415,5005,10/15/2014,Parts per billion,6.573913
9419,5005,10/16/2014,Parts per billion,10.717391
9423,5005,10/17/2014,Parts per billion,16.117391
9427,5005,10/18/2014,Parts per billion,10.456522
9431,5005,10/19/2014,Parts per billion,9.927273
9435,5005,10/20/2014,Parts per billion,5.777273
9439,5005,10/21/2014,Parts per billion,12.609091
9443,5005,10/22/2014,Parts per billion,24.804545
9447,5005,10/23/2014,Parts per billion,18.308696
9451,5005,10/24/2014,Parts per billion,28.673913
9455,5005,10/25/2014,Parts per billion,7.53913
9459,5005,10/26/2014,Parts per billion,12.630435
9463,5005,10/27/2014,Parts per billion,13.265217000000002
9467,5005,10/28/2014,Parts per billion,14.663636
9471,5005,10/29/2014,Parts per billion,17.965217000000006
9475,5005,10/30/2014,Parts per billion,17.946667
9479,5005,10/31/2014,Parts per billion,10.013043
9483,5005,11/1/2014,Parts per billion,4.791304
9487,5005,11/2/2014,Parts per billion,10.65
9491,5005,11/3/2014,Parts per billion,20.03913
9495,5005,11/4/2014,Parts per billion,30.559091
9499,5005,11/5/2014,Parts per billion,38.905556
9503,5005,11/6/2014,Parts per billion,28.556522
9507,5005,11/7/2014,Parts per billion,28.143478
9511,5005,11/8/2014,Parts per billion,28.091304
9515,5005,11/9/2014,Parts per billion,5.491304
9519,5005,11/10/2014,Parts per billion,6.982609
9523,5005,11/11/2014,Parts per billion,7.077273
9527,5005,11/12/2014,Parts per billion,4.121739
9531,5005,11/13/2014,Parts per billion,15.947826
9535,5005,11/14/2014,Parts per billion,15.778261
9539,5005,11/15/2014,Parts per billion,13.652174
9543,5005,11/16/2014,Parts per billion,11.221739
9547,5005,11/17/2014,Parts per billion,20.204348
9551,5005,11/18/2014,Parts per billion,20.754545
9555,5005,11/19/2014,Parts per billion,23.104348
9559,5005,11/20/2014,Parts per billion,20.16
9563,5005,11/21/2014,Parts per billion,10.4
9567,5005,11/22/2014,Parts per billion,24.673913
9571,5005,11/23/2014,Parts per billion,10.586957
9575,5005,11/24/2014,Parts per billion,21.208696
9579,5005,11/25/2014,Parts per billion,24.486364
9583,5005,11/26/2014,Parts per billion,30.273913
9587,5005,11/27/2014,Parts per billion,20.265217
9591,5005,11/28/2014,Parts per billion,30.456522
9595,5005,11/29/2014,Parts per billion,21.321739
9599,5005,11/30/2014,Parts per billion,11.430435
9603,5005,12/1/2014,Parts per billion,19.986957
9607,5005,12/2/2014,Parts per billion,21.904545
9611,5005,12/3/2014,Parts per billion,17.968182000000006
9615,5005,12/4/2014,Parts per billion,4.017391
9619,5005,12/5/2014,Parts per billion,14.165217000000002
9623,5005,12/6/2014,Parts per billion,14.043478
9627,5005,12/7/2014,Parts per billion,14.752173999999998
9631,5005,12/8/2014,Parts per billion,16.021739
9635,5005,12/9/2014,Parts per billion,24.710526
9639,5005,12/10/2014,Parts per billion,28.7
9643,5005,12/11/2014,Parts per billion,19.736842000000006
9647,5005,12/12/2014,Parts per billion,8.769565
9651,5005,12/13/2014,Parts per billion,13.791304
9655,5005,12/14/2014,Parts per billion,19.352174
9659,5005,12/15/2014,Parts per billion,24.3
9663,5005,12/16/2014,Parts per billion,28.645455
9667,5005,12/17/2014,Parts per billion,19.113043
9671,5005,12/18/2014,Parts per billion,23.981818
9675,5005,12/19/2014,Parts per billion,22.017391
9679,5005,12/20/2014,Parts per billion,25.882609
9683,5005,12/21/2014,Parts per billion,27.143478
9687,5005,12/22/2014,Parts per billion,30.043478000000004
9691,5005,12/23/2014,Parts per billion,34.454545
9695,5005,12/24/2014,Parts per billion,19.413043
9699,5005,12/25/2014,Parts per billion,4.386957
9703,5005,12/26/2014,Parts per billion,15.104348000000002
9707,5005,12/27/2014,Parts per billion,18.786957
9711,5005,12/28/2014,Parts per billion,22.969565
9715,5005,12/29/2014,Parts per billion,25.881818
9719,5005,12/30/2014,Parts per billion,22.277273
9723,5005,12/31/2014,Parts per billion,8.308696000000001
9727,1103,1/1/2015,Parts per billion,21.480952
9735,1103,1/2/2015,Parts per billion,28.690476
9743,1103,1/3/2015,Parts per billion,25.461905
9751,1103,1/4/2015,Parts per billion,29.642857
9759,1103,1/5/2015,Parts per billion,35.533333
9767,1103,1/6/2015,Parts per billion,34.919048
9775,1103,1/7/2015,Parts per billion,34.742857
9783,1103,1/8/2015,Parts per billion,43.561905
9791,1103,1/9/2015,Parts per billion,43.119048
9799,1103,1/10/2015,Parts per billion,34.176190000000005
9807,1103,1/11/2015,Parts per billion,16.42381
9815,1103,1/12/2015,Parts per billion,23.0
9823,1103,1/13/2015,Parts per billion,25.819048
9831,1103,1/14/2015,Parts per billion,29.3
9839,1103,1/15/2015,Parts per billion,31.680952
9847,1103,1/16/2015,Parts per billion,34.28
9855,1103,1/17/2015,Parts per billion,34.866667
9863,1103,1/18/2015,Parts per billion,35.042857
9871,1103,1/19/2015,Parts per billion,39.42381
9879,1103,1/20/2015,Parts per billion,36.866667
9887,1103,1/21/2015,Parts per billion,35.561905
9895,1103,1/22/2015,Parts per billion,40.222727
9903,1103,1/23/2015,Parts per billion,36.259091
9911,1103,1/24/2015,Parts per billion,36.321739
9919,1103,1/25/2015,Parts per billion,32.234783
9927,1103,1/26/2015,Parts per billion,27.782609000000004
9935,1103,1/27/2015,Parts per billion,24.526316
9943,1103,1/28/2015,Parts per billion,31.169565
9951,1103,1/29/2015,Parts per billion,36.059091
9959,1103,1/30/2015,Parts per billion,29.013043
9967,1103,1/31/2015,Parts per billion,20.430435
9975,1103,2/1/2015,Parts per billion,24.904348
9983,1103,2/2/2015,Parts per billion,37.959091
9991,1103,2/3/2015,Parts per billion,46.563636
9999,1103,2/4/2015,Parts per billion,42.813636
10007,1103,2/5/2015,Parts per billion,41.147619
10015,1103,2/6/2015,Parts per billion,33.581818
10023,1103,2/7/2015,Parts per billion,33.122727000000005
10031,1103,2/8/2015,Parts per billion,15.95
10039,1103,2/9/2015,Parts per billion,19.895455
10047,1103,2/10/2015,Parts per billion,33.357143
10055,1103,2/11/2015,Parts per billion,36.0
10063,1103,2/12/2015,Parts per billion,35.427273
10071,1103,2/13/2015,Parts per billion,35.931818
10079,1103,2/14/2015,Parts per billion,32.726087
10087,1103,2/15/2015,Parts per billion,26.621739
10095,1103,2/16/2015,Parts per billion,24.078261
10103,1103,2/17/2015,Parts per billion,21.040909
10111,1103,2/18/2015,Parts per billion,27.322727
10119,1103,2/19/2015,Parts per billion,27.031818
10127,1103,2/20/2015,Parts per billion,25.986364
10135,1103,2/21/2015,Parts per billion,13.704545
10143,1103,2/22/2015,Parts per billion,11.059091
10151,1103,2/23/2015,Parts per billion,20.863636
10159,1103,2/24/2015,Parts per billion,24.663636
10167,1103,2/25/2015,Parts per billion,31.185714
10175,1103,2/26/2015,Parts per billion,33.854545
10183,1103,2/27/2015,Parts per billion,20.308696
10191,1103,2/28/2015,Parts per billion,11.643478
10199,1103,3/1/2015,Parts per billion,9.890909
10207,1103,3/2/2015,Parts per billion,18.659091
10215,1103,3/3/2015,Parts per billion,19.981818
10223,1103,3/4/2015,Parts per billion,25.190909
10231,1103,3/5/2015,Parts per billion,30.818182
10239,1103,3/6/2015,Parts per billion,36.342857
10247,1103,3/7/2015,Parts per billion,29.46087
10255,1103,3/8/2015,Parts per billion,22.626087
10263,1103,3/9/2015,Parts per billion,24.486957
10271,1103,3/10/2015,Parts per billion,39.85
10279,1103,3/11/2015,Parts per billion,38.718182
10287,1103,3/12/2015,Parts per billion,34.566666999999995
10295,1103,3/13/2015,Parts per billion,33.743478
10303,1103,3/14/2015,Parts per billion,27.021739
10311,1103,3/15/2015,Parts per billion,19.726087
10319,1103,3/16/2015,Parts per billion,36.126087
10327,1103,3/17/2015,Parts per billion,33.618182
10335,1103,3/18/2015,Parts per billion,16.113636
10343,1103,3/19/2015,Parts per billion,17.091304
10351,1103,3/20/2015,Parts per billion,23.773913
10359,1103,3/21/2015,Parts per billion,14.143478
10367,1103,3/22/2015,Parts per billion,9.852174
10375,1103,3/23/2015,Parts per billion,19.031818
10383,1103,3/24/2015,Parts per billion,19.759091
10391,1103,3/25/2015,Parts per billion,35.004545
10399,1103,3/26/2015,Parts per billion,30.473913
10407,1103,3/27/2015,Parts per billion,37.46087
10415,1103,3/28/2015,Parts per billion,27.813043
10423,1103,3/29/2015,Parts per billion,20.178261
10431,1103,3/30/2015,Parts per billion,21.690909
10439,1103,3/31/2015,Parts per billion,26.068182
10447,1103,4/1/2015,Parts per billion,16.73913
10455,1103,4/2/2015,Parts per billion,25.913043
10463,1103,4/3/2015,Parts per billion,26.03913
10471,1103,4/4/2015,Parts per billion,22.952174
10479,1103,4/5/2015,Parts per billion,11.327273
10487,1103,4/6/2015,Parts per billion,12.481818
10495,1103,4/7/2015,Parts per billion,17.709091
10503,1103,4/8/2015,Parts per billion,20.191304
10511,1103,4/9/2015,Parts per billion,23.736364
10519,1103,4/10/2015,Parts per billion,19.990909
10527,1103,4/11/2015,Parts per billion,19.240909
10535,1103,4/12/2015,Parts per billion,14.309091
10543,1103,4/13/2015,Parts per billion,15.804545
10551,1103,4/14/2015,Parts per billion,17.477273
10559,1103,4/15/2015,Parts per billion,28.036364000000006
10567,1103,4/16/2015,Parts per billion,30.25
10575,1103,4/17/2015,Parts per billion,30.463636
10583,1103,4/18/2015,Parts per billion,21.9
10591,1103,4/19/2015,Parts per billion,13.7
10599,1103,4/20/2015,Parts per billion,13.766667000000002
10607,1103,4/21/2015,Parts per billion,11.433333
10615,1103,4/22/2015,Parts per billion,13.747619
10623,1103,4/23/2015,Parts per billion,14.104762
10631,1103,4/24/2015,Parts per billion,12.521739
10639,1103,4/25/2015,Parts per billion,11.386957
10647,1103,4/26/2015,Parts per billion,13.182609
10655,1103,4/27/2015,Parts per billion,23.23913
10663,1103,4/28/2015,Parts per billion,32.65
10671,1103,4/29/2015,Parts per billion,40.058824
10679,1103,4/30/2015,Parts per billion,28.270588
10687,1103,5/1/2015,Parts per billion,28.477273
10695,1103,5/2/2015,Parts per billion,21.536364000000006
10703,1103,5/3/2015,Parts per billion,8.227273
10711,1103,5/4/2015,Parts per billion,11.245455
10719,1103,5/5/2015,Parts per billion,12.013636
10727,1103,5/6/2015,Parts per billion,13.042857
10731,1103,5/7/2015,Parts per billion,9.490909
10735,1103,5/8/2015,Parts per billion,12.566667
10743,1103,5/9/2015,Parts per billion,14.986364000000002
10751,1103,5/10/2015,Parts per billion,13.486364000000002
10759,1103,5/11/2015,Parts per billion,18.463636
10767,1103,5/12/2015,Parts per billion,13.754545000000002
10771,1103,5/13/2015,Parts per billion,12.33913
10775,1103,5/14/2015,Parts per billion,16.773913
10783,1103,5/15/2015,Parts per billion,14.236364000000002
10787,1103,5/16/2015,Parts per billion,11.586957
10795,1103,5/17/2015,Parts per billion,8.582609
10803,1103,5/18/2015,Parts per billion,11.834783
10807,1103,5/19/2015,Parts per billion,14.586364
10815,1103,5/20/2015,Parts per billion,16.722727
10823,1103,5/21/2015,Parts per billion,11.791304
10831,1103,5/22/2015,Parts per billion,9.286957
10839,1103,5/23/2015,Parts per billion,9.66087
10847,1103,5/24/2015,Parts per billion,5.886364
10855,1103,5/25/2015,Parts per billion,8.630435
10859,1103,5/26/2015,Parts per billion,12.377273
10867,1103,5/27/2015,Parts per billion,10.726316
10871,1103,5/28/2015,Parts per billion,16.247826
10879,1103,5/29/2015,Parts per billion,19.047826
10887,1103,5/30/2015,Parts per billion,15.969565
10895,1103,5/31/2015,Parts per billion,8.973913
10903,1103,6/1/2015,Parts per billion,13.521739000000002
10911,1103,6/2/2015,Parts per billion,16.054545
10919,1103,6/3/2015,Parts per billion,12.13913
10927,1103,6/4/2015,Parts per billion,16.365217
10935,1103,6/5/2015,Parts per billion,11.081818
10943,1103,6/6/2015,Parts per billion,9.021739
10947,1103,6/8/2015,Parts per billion,24.972727
10955,1103,6/9/2015,Parts per billion,16.668182
10963,1103,6/10/2015,Parts per billion,12.226087
10971,1103,6/11/2015,Parts per billion,13.909091
10979,1103,6/12/2015,Parts per billion,15.630435
10987,1103,6/13/2015,Parts per billion,10.486957
10995,1103,6/14/2015,Parts per billion,8.995652
11003,1103,6/15/2015,Parts per billion,16.382609
11011,1103,6/16/2015,Parts per billion,21.327273
11019,1103,6/17/2015,Parts per billion,21.643478
11027,1103,6/18/2015,Parts per billion,23.004545
11035,1103,6/19/2015,Parts per billion,30.982609000000004
11043,1103,6/20/2015,Parts per billion,19.065217
11051,1103,6/21/2015,Parts per billion,10.631818
11059,1103,6/22/2015,Parts per billion,20.027273
11067,1103,6/23/2015,Parts per billion,20.65
11075,1103,6/24/2015,Parts per billion,23.686957
11083,1103,6/25/2015,Parts per billion,18.481818
11091,1103,6/26/2015,Parts per billion,14.995454999999998
11099,1103,6/27/2015,Parts per billion,19.240909
11107,1103,6/28/2015,Parts per billion,18.113043
11115,1103,6/29/2015,Parts per billion,22.254545
11123,1103,6/30/2015,Parts per billion,30.258333
11131,1103,7/1/2015,Parts per billion,22.25
11139,1103,7/2/2015,Parts per billion,15.6375
11147,1103,7/3/2015,Parts per billion,13.583332999999998
11151,1103,7/4/2015,Parts per billion,10.220833
11155,1103,7/5/2015,Parts per billion,7.5125
11159,1103,7/6/2015,Parts per billion,10.604167
11163,1103,7/7/2015,Parts per billion,15.695833
11167,1103,7/8/2015,Parts per billion,13.091667
11171,1103,7/9/2015,Parts per billion,11.291667
11175,1103,7/10/2015,Parts per billion,12.075
11179,1103,7/11/2015,Parts per billion,11.075
11183,1103,7/12/2015,Parts per billion,11.983333
11187,1103,7/13/2015,Parts per billion,15.2125
11191,1103,7/14/2015,Parts per billion,14.447059
11195,1103,7/15/2015,Parts per billion,11.068421
11199,1103,7/16/2015,Parts per billion,12.779167
11203,1103,7/17/2015,Parts per billion,14.670832999999998
11207,1103,7/18/2015,Parts per billion,21.158333
11211,1103,7/19/2015,Parts per billion,9.741667
11215,1103,7/20/2015,Parts per billion,11.225
11219,1103,7/21/2015,Parts per billion,9.708333
11223,1103,7/22/2015,Parts per billion,8.375
11227,1103,7/23/2015,Parts per billion,13.195833
11231,1103,7/24/2015,Parts per billion,14.945833
11235,1103,7/25/2015,Parts per billion,16.7875
11239,1103,7/26/2015,Parts per billion,10.575
11243,1103,7/27/2015,Parts per billion,11.920833
11247,1103,7/28/2015,Parts per billion,16.166667
11251,1103,7/29/2015,Parts per billion,14.386957
11255,1103,7/30/2015,Parts per billion,15.145832999999998
11259,1103,7/31/2015,Parts per billion,17.241667
11263,1103,8/1/2015,Parts per billion,10.641667
11267,1103,8/2/2015,Parts per billion,11.429167
11271,1103,8/3/2015,Parts per billion,18.4375
11275,1103,8/4/2015,Parts per billion,21.245
11279,1103,8/5/2015,Parts per billion,23.679167
11283,1103,8/6/2015,Parts per billion,24.295833
11287,1103,8/7/2015,Parts per billion,11.545833
11291,1103,8/8/2015,Parts per billion,9.045833
11295,1103,8/9/2015,Parts per billion,10.033333
11299,1103,8/10/2015,Parts per billion,12.2875
11303,1103,8/11/2015,Parts per billion,15.591667
11307,1103,8/12/2015,Parts per billion,22.229167
11311,1103,8/13/2015,Parts per billion,29.358333
11315,1103,8/14/2015,Parts per billion,28.25
11319,1103,8/15/2015,Parts per billion,26.058333
11323,1103,8/16/2015,Parts per billion,21.4875
11327,1103,8/17/2015,Parts per billion,13.583332999999998
11331,1103,8/18/2015,Parts per billion,14.320833
11335,1103,8/19/2015,Parts per billion,13.595833
11339,1103,8/20/2015,Parts per billion,13.379167
11343,1103,8/21/2015,Parts per billion,14.929167
11347,1103,8/22/2015,Parts per billion,10.008333
11351,1103,8/23/2015,Parts per billion,12.145833
11355,1103,8/24/2015,Parts per billion,21.7375
11359,1103,8/25/2015,Parts per billion,24.5375
11363,1103,8/26/2015,Parts per billion,24.883333
11367,1103,8/27/2015,Parts per billion,28.65
11371,1103,8/28/2015,Parts per billion,28.958333000000003
11375,1103,8/29/2015,Parts per billion,20.3
11379,1103,8/30/2015,Parts per billion,10.989474
11383,1103,8/31/2015,Parts per billion,14.8625
11387,1103,9/1/2015,Parts per billion,11.809091
11391,1103,9/2/2015,Parts per billion,11.508696
11395,1103,9/3/2015,Parts per billion,12.178261
11399,1103,9/4/2015,Parts per billion,13.385
11403,1103,9/5/2015,Parts per billion,13.16087
11407,1103,9/6/2015,Parts per billion,14.630435
11411,1103,9/7/2015,Parts per billion,16.691304000000002
11415,1103,9/8/2015,Parts per billion,25.975
11419,1103,9/9/2015,Parts per billion,27.478261
11423,1103,9/10/2015,Parts per billion,22.086957
11427,1103,9/11/2015,Parts per billion,26.147826
11431,1103,9/12/2015,Parts per billion,25.426087
11435,1103,9/13/2015,Parts per billion,11.969565
11439,1103,9/14/2015,Parts per billion,10.965217
11443,1103,9/15/2015,Parts per billion,8.109091000000001
11447,1103,9/16/2015,Parts per billion,13.354545000000002
11451,1103,9/17/2015,Parts per billion,17.093332999999998
11455,1103,9/18/2015,Parts per billion,24.813043
11459,1103,9/19/2015,Parts per billion,28.243478000000003
11463,1103,9/20/2015,Parts per billion,21.582609
11467,1103,9/21/2015,Parts per billion,21.404348
