,Site Num,Address,County,City,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
4648,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-01,Parts per billion,27.231818,Parts per million,0.007875,Parts per billion,0.709091,Parts per million,1.109091
4652,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-02,Parts per billion,42.086364,Parts per million,0.00525,Parts per billion,1.4136360000000001,Parts per million,1.15
4656,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-03,Parts per billion,49.722727,Parts per million,0.00375,Parts per billion,1.604545,Parts per million,1.340909
4660,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-04,Parts per billion,45.022727,Parts per million,0.003667,Parts per billion,1.609091,Parts per million,1.159091
4664,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-05,Parts per billion,41.286364,Parts per million,0.005083,Parts per billion,1.4136360000000001,Parts per million,1.2
4668,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-06,Parts per billion,21.568182,Parts per million,0.015916999999999997,Parts per billion,0.195455,Parts per million,0.718182
4672,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-07,Parts per billion,31.486364000000002,Parts per million,0.009375,Parts per billion,0.909091,Parts per million,0.909091
4676,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-08,Parts per billion,37.35,Parts per million,0.0034579999999999997,Parts per billion,1.209091,Parts per million,1.227273
4680,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-09,Parts per billion,43.540909,Parts per million,0.002667,Parts per billion,1.609091,Parts per million,1.35
4684,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-10,Parts per billion,18.586364,Parts per million,0.02425,Parts per billion,0.486364,Parts per million,0.368182
4688,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-11,Parts per billion,20.345454999999998,Parts per million,0.020083,Parts per billion,0.559091,Parts per million,0.418182
4692,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-12,Parts per billion,27.022727000000003,Parts per million,0.01075,Parts per billion,0.65,Parts per million,0.7318180000000001
4696,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-13,Parts per billion,25.659091,Parts per million,0.015208000000000001,Parts per billion,1.104545,Parts per million,0.8
4700,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-14,Parts per billion,30.195455,Parts per million,0.013041999999999998,Parts per billion,0.85,Parts per million,0.618182
4704,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-15,Parts per billion,38.722727,Parts per million,0.009583,Parts per billion,2.086364,Parts per million,1.004545
4708,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-16,Parts per billion,49.627272999999995,Parts per million,0.002875,Parts per billion,2.204545,Parts per million,1.159091
4712,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-17,Parts per billion,51.840909,Parts per million,0.004458,Parts per billion,2.227273,Parts per million,1.4136360000000001
4716,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-18,Parts per billion,45.668182,Parts per million,0.004125,Parts per billion,1.931818,Parts per million,1.022727
4720,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-19,Parts per billion,41.772727,Parts per million,0.007083,Parts per billion,1.6636360000000001,Parts per million,0.931818
4724,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-20,Parts per billion,29.272727000000003,Parts per million,0.01275,Parts per billion,1.563636,Parts per million,0.7136359999999999
4728,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-21,Parts per billion,49.081818,Parts per million,0.0045,Parts per billion,2.727273,Parts per million,1.077273
4732,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-22,Parts per billion,52.936364000000005,Parts per million,0.003042,Parts per billion,3.040909,Parts per million,1.231818
4736,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-23,Parts per billion,40.833333,Parts per million,0.009333,Parts per billion,1.7777779999999999,Parts per million,1.222222
4740,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-24,Parts per billion,19.313636,Parts per million,0.0075,Parts per billion,0.227273,Parts per million,0.618182
4744,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-25,Parts per billion,26.995455,Parts per million,0.002208,Parts per billion,0.3,Parts per million,0.663636
4748,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-26,Parts per billion,19.690909,Parts per million,0.01,Parts per billion,0.42727299999999996,Parts per million,0.45909099999999997
4752,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-27,Parts per billion,9.581818,Parts per million,0.026833,Parts per billion,0.372727,Parts per million,0.327273
4756,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-28,Parts per billion,14.431818,Parts per million,0.02325,Parts per billion,0.763636,Parts per million,0.354545
4760,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-29,Parts per billion,27.8,Parts per million,0.00825,Parts per billion,1.018182,Parts per million,0.718182
4764,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-30,Parts per billion,39.768182,Parts per million,0.004582999999999999,Parts per billion,2.218182,Parts per million,1.0363639999999998
4768,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-01-31,Parts per billion,41.340909,Parts per million,0.00625,Parts per billion,2.445455,Parts per million,1.081818
4772,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-01,Parts per billion,42.613636,Parts per million,0.003583,Parts per billion,1.809091,Parts per million,1.1636360000000001
4776,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-02,Parts per billion,33.809090999999995,Parts per million,0.005667,Parts per billion,3.4454550000000004,Parts per million,0.95
4780,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-03,Parts per billion,22.922727,Parts per million,0.010917,Parts per billion,1.081818,Parts per million,0.618182
4784,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-04,Parts per billion,21.636364,Parts per million,0.018542,Parts per billion,1.672727,Parts per million,0.454545
4788,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-05,Parts per billion,18.8875,Parts per million,0.021922999999999998,Parts per billion,0.56875,Parts per million,0.39375
4792,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-06,Parts per billion,25.468421,Parts per million,0.017708,Parts per billion,0.9227270000000001,Parts per million,0.41363599999999995
4796,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-07,Parts per billion,29.147059000000002,Parts per million,0.025571,Parts per billion,0.694118,Parts per million,0.7588239999999999
4800,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-08,Parts per billion,21.20625,Parts per million,0.014231,Parts per billion,0.31875,Parts per million,0.44375
4804,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-09,Parts per billion,23.559091,Parts per million,0.014125,Parts per billion,0.659091,Parts per million,0.690909
4808,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-10,Parts per billion,19.245455,Parts per million,0.017958000000000002,Parts per billion,0.586364,Parts per million,0.5181819999999999
4812,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-11,Parts per billion,26.727272999999997,Parts per million,0.015125,Parts per billion,1.113636,Parts per million,0.759091
4816,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-12,Parts per billion,30.977272999999997,Parts per million,0.013541999999999998,Parts per billion,1.331818,Parts per million,0.754545
4820,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-13,Parts per billion,39.527778000000005,Parts per million,0.003882,Parts per billion,1.4222219999999999,Parts per million,0.9722219999999999
4824,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-14,Parts per billion,48.786364,Parts per million,0.006625,Parts per billion,3.190909,Parts per million,1.104545
4828,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-15,Parts per billion,44.8,Parts per million,0.008,Parts per billion,1.7863639999999998,Parts per million,1.136364
4832,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-02-16,Parts per billion,27.359090999999996,Parts per million,0.021458,Parts per billion,2.086364,Parts per million,0.618182
